punk_id,accessories,type,clean_accessories,neighbors,neighbors_clean
3742,"['Normal Beard Black', 'Earring', 'Headband']",male,male 'normal beard black' 'earring' 'headband',"[[4040, 1.0], [4905, 1.0], [1058, 0.9495], [4557, 0.9495], [6488, 0.9495], [7319, 0.9495], [5140, 0.9166], [502, 0.896], [8637, 0.896], [3372, 0.8438]]","[[4040, 1.0], [4905, 1.0], [1058, 0.9495], [4557, 0.9495], [6488, 0.9495], [7319, 0.9495], [5140, 0.9166], [502, 0.896], [8637, 0.896], [3372, 0.8438]]"
3743,"['Black Lipstick', 'Clown Eyes Green', 'Mohawk Dark']",female,female 'black lipstick' 'clown eyes green' 'mohawk dark',"[[3082, 1.0], [5193, 0.9259], [668, 0.8726], [1340, 0.8726], [2019, 0.8726], [3076, 0.8726], [606, 0.8556], [2858, 0.8556], [5485, 0.8556], [2756, 0.8405]]","[[3082, 1.0], [5193, 0.9259], [668, 0.8726], [1340, 0.8726], [2019, 0.8726], [3076, 0.8726], [606, 0.8556], [2858, 0.8556], [5485, 0.8556], [2756, 0.8405]]"
3744,"['Earring', 'Crazy Hair', 'Mole']",male,male 'earring' 'crazy hair' 'mole',"[[2661, 1.0], [906, 0.9318], [1184, 0.9318], [5151, 0.9318], [1158, 0.8589], [4870, 0.8589], [6534, 0.8589], [420, 0.825], [1301, 0.825], [3572, 0.825]]","[[2661, 1.0], [906, 0.9318], [1184, 0.9318], [5151, 0.9318], [1158, 0.8589], [4870, 0.8589], [6534, 0.8589], [420, 0.825], [1301, 0.825], [3572, 0.825]]"
3745,"['Headband', 'Big Beard']",male,male 'headband' 'big beard',"[[9597, 1.0], [2585, 0.8846], [4698, 0.8846], [3467, 0.845], [7541, 0.845], [7861, 0.8387], [220, 0.8316], [2749, 0.8316], [2897, 0.8316], [6905, 0.8316]]","[[9597, 1.0], [2585, 0.8846], [4698, 0.8846], [3467, 0.845], [7541, 0.845], [7861, 0.8387], [220, 0.8316], [2749, 0.8316], [2897, 0.8316], [6905, 0.8316]]"
3746,"['Luxurious Beard', 'VR', 'Clown Hair Green']",male,male 'luxurious beard' 'vr' 'clown hair green',"[[5359, 0.8223], [4549, 0.8003], [3177, 0.7347], [7453, 0.7339], [8768, 0.731], [665, 0.7303], [6740, 0.7286], [7158, 0.7014], [8056, 0.6716], [8698, 0.6658]]","[[5359, 0.8223], [4549, 0.8003], [3177, 0.7347], [7453, 0.7339], [8768, 0.731], [665, 0.7303], [6740, 0.7286], [7158, 0.7014], [8056, 0.6716], [8698, 0.6658]]"
3747,"['Pipe', 'Wild Blonde']",female,female 'pipe' 'wild blonde',"[[1174, 0.7973], [6184, 0.7965], [241, 0.7858], [290, 0.7858], [443, 0.7858], [1082, 0.7858], [9400, 0.7639], [7606, 0.7492], [6780, 0.7465], [7381, 0.7282]]","[[1174, 0.7973], [6184, 0.7965], [241, 0.7858], [290, 0.7858], [443, 0.7858], [1082, 0.7858], [9400, 0.7639], [7606, 0.7492], [6780, 0.7465], [7381, 0.7282]]"
3748,"['Clown Eyes Blue', 'Police Cap']",male,male 'clown eyes blue' 'police cap',"[[5275, 1.0], [4824, 0.9625], [2614, 0.8525], [5442, 0.8191], [7633, 0.8191], [9601, 0.8191], [5556, 0.8166], [4590, 0.7835], [3693, 0.7745], [37, 0.7688]]","[[5275, 1.0], [4824, 0.9625], [2614, 0.8525], [5442, 0.8191], [7633, 0.8191], [9601, 0.8191], [5556, 0.8166], [4590, 0.7835], [3693, 0.7745], [37, 0.7688]]"
3749,"['Orange Side', 'Vape', 'Hot Lipstick']",female,female 'orange side' 'vape' 'hot lipstick',"[[5001, 0.9048], [8010, 0.9048], [9317, 0.9048], [225, 0.8787], [1635, 0.8787], [9641, 0.8787], [8044, 0.8207], [8066, 0.8127], [249, 0.8029], [2646, 0.8029]]","[[5001, 0.9048], [8010, 0.9048], [9317, 0.9048], [225, 0.8787], [1635, 0.8787], [9641, 0.8787], [8044, 0.8207], [8066, 0.8127], [249, 0.8029], [2646, 0.8029]]"
3750,"['Chinstrap', 'Classic Shades', 'Crazy Hair']",male,male 'chinstrap' 'classic shades' 'crazy hair',"[[4206, 1.0], [800, 0.8322], [5941, 0.8322], [7359, 0.8322], [7818, 0.8139], [9141, 0.8139], [2446, 0.7853], [5835, 0.7824], [5180, 0.7791], [6970, 0.7791]]","[[4206, 1.0], [800, 0.8322], [5941, 0.8322], [7359, 0.8322], [7818, 0.8139], [9141, 0.8139], [2446, 0.7853], [5835, 0.7824], [5180, 0.7791], [6970, 0.7791]]"
3751,"['Wild Hair', 'Earring', 'Goat']",male,male 'wild hair' 'earring' 'goat',"[[286, 0.935], [1437, 0.935], [7005, 0.935], [9826, 0.935], [5334, 0.8753], [4, 0.8307], [5112, 0.8272], [3428, 0.805], [3953, 0.765], [1923, 0.7564]]","[[286, 0.935], [1437, 0.935], [7005, 0.935], [9826, 0.935], [5334, 0.8753], [4, 0.8307], [5112, 0.8272], [3428, 0.805], [3953, 0.765], [1923, 0.7564]]"
3752,"['Earring', 'Crazy Hair', 'Regular Shades']",male,male 'earring' 'crazy hair' 'regular shades',"[[204, 0.9432], [5215, 0.9432], [6672, 0.9432], [6736, 0.9432], [4339, 0.8826], [9781, 0.8826], [1649, 0.8767], [70, 0.858], [8786, 0.8367], [1270, 0.8153]]","[[204, 0.9432], [5215, 0.9432], [6672, 0.9432], [6736, 0.9432], [4339, 0.8826], [9781, 0.8826], [1649, 0.8767], [70, 0.858], [8786, 0.8367], [1270, 0.8153]]"
3753,"['Front Beard', 'Mohawk Thin']",male,male 'front beard' 'mohawk thin',"[[2584, 1.0], [2991, 1.0], [4650, 0.9467], [6641, 0.9467], [402, 0.9049], [2674, 0.9049], [3195, 0.9049], [5439, 0.8648], [5173, 0.8486], [7513, 0.8412]]","[[2584, 1.0], [2991, 1.0], [4650, 0.9467], [6641, 0.9467], [402, 0.9049], [2674, 0.9049], [3195, 0.9049], [5439, 0.8648], [5173, 0.8486], [7513, 0.8412]]"
3754,"['Stringy Hair', 'Eye Mask', 'Vape', 'Earring']",male,male 'stringy hair' 'eye mask' 'vape' 'earring',"[[2524, 0.8466], [4610, 0.8466], [1894, 0.7997], [3121, 0.7997], [6956, 0.7997], [3915, 0.7698], [6179, 0.72], [7522, 0.7179], [2131, 0.6918], [7370, 0.6862]]","[[2524, 0.8466], [4610, 0.8466], [1894, 0.7997], [3121, 0.7997], [6956, 0.7997], [3915, 0.7698], [6179, 0.72], [7522, 0.7179], [2131, 0.6918], [7370, 0.6862]]"
3755,"['Purple Eye Shadow', 'Pigtails', 'Earring']",female,female 'purple eye shadow' 'pigtails' 'earring',"[[6707, 0.9576], [8589, 0.9576], [7649, 0.9237], [8916, 0.8834], [4237, 0.8386], [7654, 0.8386], [4222, 0.8359], [4835, 0.8359], [8243, 0.8276], [1556, 0.8146]]","[[6707, 0.9576], [8589, 0.9576], [7649, 0.9237], [8916, 0.8834], [4237, 0.8386], [7654, 0.8386], [4222, 0.8359], [4835, 0.8359], [8243, 0.8276], [1556, 0.8146]]"
3756,"['Green Eye Shadow', 'Dark Hair']",female,female 'green eye shadow' 'dark hair',"[[749, 1.0], [3334, 1.0], [1746, 0.9458], [247, 0.875], [251, 0.875], [4227, 0.875], [473, 0.862], [5069, 0.862], [5210, 0.862], [8535, 0.858]]","[[749, 1.0], [3334, 1.0], [1746, 0.9458], [247, 0.875], [251, 0.875], [4227, 0.875], [473, 0.862], [5069, 0.862], [5210, 0.862], [8535, 0.858]]"
3757,"['Choker', 'Crazy Hair', 'Hot Lipstick']",female,female 'choker' 'crazy hair' 'hot lipstick',"[[4886, 0.8174], [8439, 0.8003], [5550, 0.7745], [212, 0.7314], [602, 0.7314], [6037, 0.7314], [8018, 0.7314], [2196, 0.7305], [89, 0.7139], [3991, 0.6933]]","[[4886, 0.8174], [8439, 0.8003], [5550, 0.7745], [212, 0.7314], [602, 0.7314], [6037, 0.7314], [8018, 0.7314], [2196, 0.7305], [89, 0.7139], [3991, 0.6933]]"
3758,"['Messy Hair', 'Frown', 'Classic Shades', 'Mustache']",male,male 'messy hair' 'frown' 'classic shades' 'mustache',"[[848, 0.8694], [8830, 0.767], [1061, 0.7224], [5820, 0.7224], [7000, 0.7224], [3169, 0.7119], [6652, 0.7119], [1344, 0.7047], [5579, 0.7047], [7160, 0.7047]]","[[848, 0.8694], [8830, 0.767], [1061, 0.7224], [5820, 0.7224], [7000, 0.7224], [3169, 0.7119], [6652, 0.7119], [1344, 0.7047], [5579, 0.7047], [7160, 0.7047]]"
3759,"['Chinstrap', 'Do-rag']",male,male 'chinstrap' 'do rag',"[[2287, 1.0], [3168, 1.0], [5887, 1.0], [2542, 0.9575], [8951, 0.8756], [8011, 0.8577], [7100, 0.8535], [3228, 0.8483], [9973, 0.8483], [2404, 0.8463]]","[[2287, 1.0], [3168, 1.0], [5887, 1.0], [2542, 0.9575], [8951, 0.8756], [8011, 0.8577], [7100, 0.8535], [3228, 0.8483], [9973, 0.8483], [2404, 0.8463]]"
3760,"['Goat', 'Smile', 'Do-rag', '3D Glasses']",male,male 'goat' 'smile' 'do rag' '3d glasses',"[[5245, 0.8975], [1574, 0.7925], [1745, 0.7925], [3925, 0.7925], [5504, 0.7627], [2636, 0.7525], [4694, 0.7525], [6447, 0.7525], [3817, 0.741], [5803, 0.741]]","[[5245, 0.8975], [1574, 0.7925], [1745, 0.7925], [3925, 0.7925], [5504, 0.7627], [2636, 0.7525], [4694, 0.7525], [6447, 0.7525], [3817, 0.741], [5803, 0.741]]"
3761,"['Front Beard', 'Headband', 'Small Shades']",male,male 'front beard' 'headband' 'small shades',"[[7184, 1.0], [8151, 0.9268], [81, 0.8195], [2671, 0.8195], [4844, 0.8195], [3877, 0.7904], [5903, 0.7904], [7438, 0.7904], [8198, 0.7904], [2859, 0.7808]]","[[7184, 1.0], [8151, 0.9268], [81, 0.8195], [2671, 0.8195], [4844, 0.8195], [3877, 0.7904], [5903, 0.7904], [7438, 0.7904], [8198, 0.7904], [2859, 0.7808]]"
3762,"['Spots', 'Mustache', 'Do-rag']",male,male 'spots' 'mustache' 'do rag',"[[718, 0.8813], [2102, 0.8286], [4317, 0.8286], [4511, 0.8286], [6060, 0.7693], [649, 0.6996], [7789, 0.6949], [6883, 0.6878], [7505, 0.6808], [6, 0.6806]]","[[718, 0.8813], [2102, 0.8286], [4317, 0.8286], [4511, 0.8286], [6060, 0.7693], [649, 0.6996], [7789, 0.6949], [6883, 0.6878], [7505, 0.6808], [6, 0.6806]]"
3763,"['Blonde Short', 'Choker', 'Regular Shades']",female,female 'blonde short' 'choker' 'regular shades',"[[1547, 0.8917], [262, 0.7977], [1844, 0.7977], [6714, 0.7977], [1329, 0.7281], [6215, 0.7132], [4710, 0.7095], [4598, 0.7022], [870, 0.6569], [929, 0.6569]]","[[1547, 0.8917], [262, 0.7977], [1844, 0.7977], [6714, 0.7977], [1329, 0.7281], [6215, 0.7132], [4710, 0.7095], [4598, 0.7022], [870, 0.6569], [929, 0.6569]]"
3764,"['Hoodie', 'Normal Beard', 'Eye Patch']",male,male 'hoodie' 'normal beard' 'eye patch',"[[9100, 0.9265], [5725, 0.8954], [90, 0.8334], [802, 0.8334], [1219, 0.8334], [1946, 0.8334], [1177, 0.8039], [7641, 0.8039], [9513, 0.8039], [3298, 0.7956]]","[[9100, 0.9265], [5725, 0.8954], [90, 0.8334], [802, 0.8334], [1219, 0.8334], [1946, 0.8334], [1177, 0.8039], [7641, 0.8039], [9513, 0.8039], [3298, 0.7956]]"
3765,"['Red Mohawk', 'Vape', 'Purple Eye Shadow']",female,female 'red mohawk' 'vape' 'purple eye shadow',"[[724, 0.8725], [992, 0.8725], [6067, 0.8725], [8665, 0.8725], [7419, 0.8375], [8800, 0.8375], [2602, 0.8275], [3995, 0.8049], [5307, 0.7839], [2658, 0.765]]","[[724, 0.8725], [992, 0.8725], [6067, 0.8725], [8665, 0.8725], [7419, 0.8375], [8800, 0.8375], [2602, 0.8275], [3995, 0.8049], [5307, 0.7839], [2658, 0.765]]"
3766,"['Rosy Cheeks', 'Shaved Head']",male,male 'rosy cheeks' 'shaved head',"[[7564, 1.0], [4192, 0.887], [6188, 0.8445], [9145, 0.7451], [3230, 0.7353], [7297, 0.7338], [3182, 0.7282], [8263, 0.7123], [8946, 0.6955], [7571, 0.6892]]","[[7564, 1.0], [4192, 0.887], [6188, 0.8445], [9145, 0.7451], [3230, 0.7353], [7297, 0.7338], [3182, 0.7282], [8263, 0.7123], [8946, 0.6955], [7571, 0.6892]]"
3767,"['Frumpy Hair', 'Big Shades', 'Mole']",male,male 'frumpy hair' 'big shades' 'mole',"[[634, 0.8713], [1325, 0.8713], [1419, 0.8713], [4150, 0.8713], [1059, 0.8193], [1764, 0.8193], [1545, 0.8123], [3386, 0.8123], [5744, 0.8123], [1676, 0.8034]]","[[634, 0.8713], [1325, 0.8713], [1419, 0.8713], [4150, 0.8713], [1059, 0.8193], [1764, 0.8193], [1545, 0.8123], [3386, 0.8123], [5744, 0.8123], [1676, 0.8034]]"
3768,"['Black Lipstick', 'Stringy Hair']",female,female 'black lipstick' 'stringy hair',"[[242, 1.0], [1350, 1.0], [5502, 1.0], [3257, 0.9392], [7392, 0.9392], [5354, 0.8689], [6383, 0.8689], [4562, 0.8307], [9480, 0.8307], [7836, 0.828]]","[[242, 1.0], [1350, 1.0], [5502, 1.0], [3257, 0.9392], [7392, 0.9392], [5354, 0.8689], [6383, 0.8689], [4562, 0.8307], [9480, 0.8307], [7836, 0.828]]"
3769,"['Messy Hair', 'Normal Beard Black', 'Earring']",male,male 'messy hair' 'normal beard black' 'earring',"[[9779, 1.0], [5613, 0.9522], [7452, 0.9522], [4755, 0.9018], [7428, 0.8697], [3286, 0.8485], [3449, 0.8485], [8534, 0.821], [9762, 0.821], [5013, 0.8188]]","[[9779, 1.0], [5613, 0.9522], [7452, 0.9522], [4755, 0.9018], [7428, 0.8697], [3286, 0.8485], [3449, 0.8485], [8534, 0.821], [9762, 0.821], [5013, 0.8188]]"
3770,"['Green Eye Shadow', 'Half Shaved', 'Purple Lipstick', 'Cigarette']",female,female 'green eye shadow' 'half shaved' 'purple lipstick' 'cigarette',"[[71, 0.9461], [1544, 0.9186], [714, 0.8855], [6221, 0.8855], [1715, 0.8545], [2217, 0.8545], [7101, 0.8545], [9571, 0.8484], [4073, 0.8454], [2390, 0.8443]]","[[71, 0.9461], [1544, 0.9186], [714, 0.8855], [6221, 0.8855], [1715, 0.8545], [2217, 0.8545], [7101, 0.8545], [9571, 0.8484], [4073, 0.8454], [2390, 0.8443]]"
3771,"['Front Beard', 'Bandana', 'Earring']",male,male 'front beard' 'bandana' 'earring',"[[5220, 1.0], [2564, 0.9357], [2457, 0.8988], [4157, 0.8988], [6689, 0.8988], [4973, 0.8764], [1143, 0.8297], [1767, 0.8297], [8938, 0.8297], [9026, 0.8183]]","[[5220, 1.0], [2564, 0.9357], [2457, 0.8988], [4157, 0.8988], [6689, 0.8988], [4973, 0.8764], [1143, 0.8297], [1767, 0.8297], [8938, 0.8297], [9026, 0.8183]]"
3772,"['Cap', 'Eye Patch']",female,female 'cap' 'eye patch',"[[5236, 1.0], [9758, 0.9321], [779, 0.9188], [3138, 0.9188], [7533, 0.9188], [5445, 0.854], [6448, 0.829], [7024, 0.829], [8077, 0.8279], [6510, 0.808]]","[[5236, 1.0], [9758, 0.9321], [779, 0.9188], [3138, 0.9188], [7533, 0.9188], [5445, 0.854], [6448, 0.829], [7024, 0.829], [8077, 0.8279], [6510, 0.808]]"
3773,"['Classic Shades', 'Half Shaved', 'Earring']",female,female 'classic shades' 'half shaved' 'earring',"[[671, 1.0], [1042, 0.9615], [3125, 0.8607], [6549, 0.8607], [1799, 0.8563], [115, 0.8372], [2176, 0.8372], [43, 0.7909], [298, 0.7909], [6243, 0.7891]]","[[671, 1.0], [1042, 0.9615], [3125, 0.8607], [6549, 0.8607], [1799, 0.8563], [115, 0.8372], [2176, 0.8372], [43, 0.7909], [298, 0.7909], [6243, 0.7891]]"
3774,"['Hot Lipstick', 'Straight Hair Dark']",female,female 'hot lipstick' 'straight hair dark',"[[131, 1.0], [1468, 1.0], [6728, 1.0], [4722, 0.8969], [5007, 0.8969], [2322, 0.8951], [4319, 0.877], [6098, 0.8559], [8516, 0.8527], [8537, 0.8455]]","[[131, 1.0], [1468, 1.0], [6728, 1.0], [4722, 0.8969], [5007, 0.8969], [2322, 0.8951], [4319, 0.877], [6098, 0.8559], [8516, 0.8527], [8537, 0.8455]]"
3775,"['Classic Shades', 'Purple Lipstick', 'Blonde Bob']",female,female 'classic shades' 'purple lipstick' 'blonde bob',"[[782, 0.8928], [1994, 0.8928], [9566, 0.8631], [466, 0.8575], [1738, 0.8575], [1866, 0.8575], [8394, 0.8268], [1253, 0.821], [3595, 0.7908], [8766, 0.7869]]","[[782, 0.8928], [1994, 0.8928], [9566, 0.8631], [466, 0.8575], [1738, 0.8575], [1866, 0.8575], [8394, 0.8268], [1253, 0.821], [3595, 0.7908], [8766, 0.7869]]"
3776,"['Frumpy Hair', 'Front Beard Dark']",male,male 'frumpy hair' 'front beard dark',"[[1316, 1.0], [3736, 0.9526], [311, 0.8973], [4321, 0.8973], [5098, 0.8511], [2309, 0.8453], [6445, 0.8395], [1677, 0.7904], [5463, 0.7904], [9302, 0.7866]]","[[1316, 1.0], [3736, 0.9526], [311, 0.8973], [4321, 0.8973], [5098, 0.8511], [2309, 0.8453], [6445, 0.8395], [1677, 0.7904], [5463, 0.7904], [9302, 0.7866]]"
3777,"['Dark Hair', 'Clown Eyes Blue']",female,female 'dark hair' 'clown eyes blue',"[[3269, 1.0], [3627, 1.0], [1563, 0.9522], [9303, 0.8902], [9713, 0.8902], [888, 0.8764], [2734, 0.8764], [3113, 0.8728], [6776, 0.8728], [9500, 0.8674]]","[[3269, 1.0], [3627, 1.0], [1563, 0.9522], [9303, 0.8902], [9713, 0.8902], [888, 0.8764], [2734, 0.8764], [3113, 0.8728], [6776, 0.8728], [9500, 0.8674]]"
3778,"['Stringy Hair', 'Front Beard', 'Nerd Glasses']",male,male 'stringy hair' 'front beard' 'nerd glasses',"[[909, 0.8245], [1307, 0.8245], [6722, 0.8245], [9004, 0.8245], [2315, 0.8141], [4448, 0.8141], [1381, 0.8098], [5228, 0.8098], [2774, 0.7779], [5437, 0.7779]]","[[909, 0.8245], [1307, 0.8245], [6722, 0.8245], [9004, 0.8245], [2315, 0.8141], [4448, 0.8141], [1381, 0.8098], [5228, 0.8098], [2774, 0.7779], [5437, 0.7779]]"
3779,"['Shadow Beard', 'Vape', 'Earring', 'Shaved Head']",male,male 'shadow beard' 'vape' 'earring' 'shaved head',"[[709, 0.8615], [2535, 0.8615], [2640, 0.8615], [9726, 0.8615], [7364, 0.8249], [911, 0.8196], [2912, 0.8196], [3157, 0.8196], [4810, 0.8196], [4033, 0.7503]]","[[709, 0.8615], [2535, 0.8615], [2640, 0.8615], [9726, 0.8615], [7364, 0.8249], [911, 0.8196], [2912, 0.8196], [3157, 0.8196], [4810, 0.8196], [4033, 0.7503]]"
3780,"['Messy Hair', 'Shadow Beard', 'Earring']",male,male 'messy hair' 'shadow beard' 'earring',"[[5634, 1.0], [7179, 1.0], [556, 0.9332], [2002, 0.9332], [2709, 0.9332], [6610, 0.9332], [8080, 0.8945], [7393, 0.8352], [5707, 0.8274], [7245, 0.8156]]","[[5634, 1.0], [7179, 1.0], [556, 0.9332], [2002, 0.9332], [2709, 0.9332], [6610, 0.9332], [8080, 0.8945], [7393, 0.8352], [5707, 0.8274], [7245, 0.8156]]"
3781,"['Vape', 'Horned Rim Glasses', 'Mohawk']",male,male 'vape' 'horned rim glasses' 'mohawk',"[[783, 0.8394], [2285, 0.8394], [2366, 0.8394], [9990, 0.8394], [4375, 0.8308], [9814, 0.8016], [555, 0.7951], [1701, 0.7951], [4672, 0.7951], [3785, 0.7896]]","[[783, 0.8394], [2285, 0.8394], [2366, 0.8394], [9990, 0.8394], [4375, 0.8308], [9814, 0.8016], [555, 0.7951], [1701, 0.7951], [4672, 0.7951], [3785, 0.7896]]"
3782,"['Cap', 'Chinstrap', 'Earring']",male,male 'cap' 'chinstrap' 'earring',"[[4474, 0.9219], [7913, 0.9219], [4476, 0.8299], [8319, 0.8299], [1075, 0.807], [3652, 0.7989], [5661, 0.7989], [8491, 0.775], [1089, 0.7449], [1275, 0.7449]]","[[4474, 0.9219], [7913, 0.9219], [4476, 0.8299], [8319, 0.8299], [1075, 0.807], [3652, 0.7989], [5661, 0.7989], [8491, 0.775], [1089, 0.7449], [1275, 0.7449]]"
3783,"['Do-rag', 'Eye Patch']",male,male 'do rag' 'eye patch',"[[139, 1.0], [2513, 1.0], [9263, 1.0], [3145, 0.9102], [9950, 0.9006], [5342, 0.8943], [7377, 0.8775], [3228, 0.8743], [9973, 0.8743], [3624, 0.8715]]","[[139, 1.0], [2513, 1.0], [9263, 1.0], [3145, 0.9102], [9950, 0.9006], [5342, 0.8943], [7377, 0.8775], [3228, 0.8743], [9973, 0.8743], [3624, 0.8715]]"
3784,"['Front Beard', 'Bandana', 'Earring', '3D Glasses']",male,male 'front beard' 'bandana' 'earring' '3d glasses',"[[1528, 0.8935], [3027, 0.8935], [4576, 0.8422], [5328, 0.8422], [4408, 0.7957], [6232, 0.7957], [9198, 0.7957], [3771, 0.7816], [5220, 0.7816], [1587, 0.7462]]","[[1528, 0.8935], [3027, 0.8935], [4576, 0.8422], [5328, 0.8422], [4408, 0.7957], [6232, 0.7957], [9198, 0.7957], [3771, 0.7816], [5220, 0.7816], [1587, 0.7462]]"
3785,"['Mohawk', 'Horned Rim Glasses']",female,female 'mohawk' 'horned rim glasses',"[[783, 0.9407], [2285, 0.9407], [2366, 0.9407], [9990, 0.9407], [3420, 0.9083], [3498, 0.9083], [5611, 0.9083], [7859, 0.9074], [555, 0.8911], [1701, 0.8911]]","[[783, 0.9407], [2285, 0.9407], [2366, 0.9407], [9990, 0.9407], [3420, 0.9083], [3498, 0.9083], [5611, 0.9083], [7859, 0.9074], [555, 0.8911], [1701, 0.8911]]"
3786,"['Mohawk', 'Horned Rim Glasses', 'Hot Lipstick']",female,female 'mohawk' 'horned rim glasses' 'hot lipstick',"[[4184, 1.0], [3486, 0.8755], [8813, 0.8755], [6309, 0.8526], [3785, 0.8481], [2065, 0.8432], [19, 0.8383], [9814, 0.8319], [2184, 0.8252], [9228, 0.8252]]","[[4184, 1.0], [3486, 0.8755], [8813, 0.8755], [6309, 0.8526], [3785, 0.8481], [2065, 0.8432], [19, 0.8383], [9814, 0.8319], [2184, 0.8252], [9228, 0.8252]]"
3787,"['Spots', 'Eye Patch', 'Mohawk Dark']",female,female 'spots' 'eye patch' 'mohawk dark',"[[2712, 0.8239], [3215, 0.7397], [3474, 0.7397], [3552, 0.7397], [2059, 0.6978], [3647, 0.6978], [9787, 0.6978], [9292, 0.6977], [3848, 0.6941], [5340, 0.6941]]","[[2712, 0.8239], [3215, 0.7397], [3474, 0.7397], [3552, 0.7397], [2059, 0.6978], [3647, 0.6978], [9787, 0.6978], [9292, 0.6977], [3848, 0.6941], [5340, 0.6941]]"
3788,"['Black Lipstick', 'Bandana']",female,female 'black lipstick' 'bandana',"[[118, 1.0], [1616, 1.0], [5829, 1.0], [73, 0.9326], [9041, 0.9326], [9269, 0.9326], [5139, 0.8806], [6257, 0.8806], [8952, 0.7946], [5878, 0.7808]]","[[118, 1.0], [1616, 1.0], [5829, 1.0], [73, 0.9326], [9041, 0.9326], [9269, 0.9326], [5139, 0.8806], [6257, 0.8806], [8952, 0.7946], [5878, 0.7808]]"
3789,"['Mohawk', 'Purple Lipstick', 'Earring']",female,female 'mohawk' 'purple lipstick' 'earring',"[[6461, 1.0], [2103, 0.9156], [3241, 0.9156], [7073, 0.9156], [9029, 0.9156], [884, 0.874], [2521, 0.874], [5085, 0.874], [150, 0.872], [379, 0.8233]]","[[6461, 1.0], [2103, 0.9156], [3241, 0.9156], [7073, 0.9156], [9029, 0.9156], [884, 0.874], [2521, 0.874], [5085, 0.874], [150, 0.872], [379, 0.8233]]"
3790,"['Vampire Hair', 'Cigarette']",male,male 'vampire hair' 'cigarette',"[[7072, 1.0], [2277, 0.9413], [681, 0.8668], [1537, 0.8668], [2573, 0.8668], [3661, 0.8668], [7240, 0.8604], [7035, 0.829], [9298, 0.828], [7743, 0.8162]]","[[7072, 1.0], [2277, 0.9413], [681, 0.8668], [1537, 0.8668], [2573, 0.8668], [3661, 0.8668], [7240, 0.8604], [7035, 0.829], [9298, 0.828], [7743, 0.8162]]"
3791,"['Mole', 'Pilot Helmet', 'Earring']",female,female 'mole' 'pilot helmet' 'earring',"[[4333, 0.9709], [8350, 0.9709], [501, 0.9278], [1931, 0.9278], [2900, 0.9278], [2120, 0.9121], [838, 0.8963], [931, 0.8963], [1438, 0.8963], [2759, 0.8963]]","[[4333, 0.9709], [8350, 0.9709], [501, 0.9278], [1931, 0.9278], [2900, 0.9278], [2120, 0.9121], [838, 0.8963], [931, 0.8963], [1438, 0.8963], [2759, 0.8963]]"
3792,"['Vape', 'Regular Shades', 'Mohawk Dark']",male,male 'vape' 'regular shades' 'mohawk dark',"[[5257, 0.8678], [935, 0.8227], [1845, 0.8227], [2392, 0.8227], [2480, 0.8103], [5777, 0.7739], [5086, 0.7673], [5183, 0.7567], [1176, 0.7541], [8943, 0.7475]]","[[5257, 0.8678], [935, 0.8227], [1845, 0.8227], [2392, 0.8227], [2480, 0.8103], [5777, 0.7739], [5086, 0.7673], [5183, 0.7567], [1176, 0.7541], [8943, 0.7475]]"
3793,"['Black Lipstick', 'Blonde Bob', 'Cigarette']",female,female 'black lipstick' 'blonde bob' 'cigarette',"[[560, 0.9232], [2324, 0.9232], [1828, 0.8845], [815, 0.8695], [3187, 0.8695], [9514, 0.8695], [3595, 0.8523], [7114, 0.8369], [9470, 0.8287], [4595, 0.8076]]","[[560, 0.9232], [2324, 0.9232], [1828, 0.8845], [815, 0.8695], [3187, 0.8695], [9514, 0.8695], [3595, 0.8523], [7114, 0.8369], [9470, 0.8287], [4595, 0.8076]]"
3794,"['Stringy Hair', 'Chinstrap', 'Earring']",male,male 'stringy hair' 'chinstrap' 'earring',"[[3972, 0.9402], [4064, 0.9402], [3217, 0.8409], [2109, 0.8169], [8372, 0.7758], [7181, 0.7647], [8101, 0.7637], [5435, 0.7625], [159, 0.7622], [880, 0.7622]]","[[3972, 0.9402], [4064, 0.9402], [3217, 0.8409], [2109, 0.8169], [8372, 0.7758], [7181, 0.7647], [8101, 0.7637], [5435, 0.7625], [159, 0.7622], [880, 0.7622]]"
3795,"['Orange Side', 'Clown Eyes Green']",female,female 'orange side' 'clown eyes green',"[[2605, 1.0], [7707, 1.0], [5049, 0.9291], [5541, 0.9192], [4860, 0.8815], [249, 0.8243], [2646, 0.8243], [2800, 0.8243], [4619, 0.8243], [9237, 0.8217]]","[[2605, 1.0], [7707, 1.0], [5049, 0.9291], [5541, 0.9192], [4860, 0.8815], [249, 0.8243], [2646, 0.8243], [2800, 0.8243], [4619, 0.8243], [9237, 0.8217]]"
3796,"['Bandana', 'Cigarette']",female,female 'bandana' 'cigarette',"[[1427, 1.0], [2638, 1.0], [6574, 0.9188], [797, 0.9003], [2191, 0.9003], [5371, 0.9003], [6516, 0.9003], [7218, 0.8311], [2933, 0.8238], [93, 0.8017]]","[[1427, 1.0], [2638, 1.0], [6574, 0.9188], [797, 0.9003], [2191, 0.9003], [5371, 0.9003], [6516, 0.9003], [7218, 0.8311], [2933, 0.8238], [93, 0.8017]]"
