punk_id,accessories,type,clean_accessories,neighbors,neighbors_clean
3797,"['Gold Chain', 'Muttonchops', 'Do-rag']",male,male 'gold chain' 'muttonchops' 'do rag',"[[9657, 0.902], [299, 0.7627], [702, 0.7627], [1778, 0.7627], [6334, 0.7453], [3053, 0.73], [5754, 0.7063], [8031, 0.7029], [8985, 0.701], [8627, 0.6771]]","[[9657, 0.902], [299, 0.7627], [702, 0.7627], [1778, 0.7627], [6334, 0.7453], [3053, 0.73], [5754, 0.7063], [8031, 0.7029], [8985, 0.701], [8627, 0.6771]]"
3798,"['Vape', 'Straight Hair', 'Purple Lipstick', 'Earring']",female,female 'vape' 'straight hair' 'purple lipstick' 'earring',"[[5267, 0.8616], [708, 0.7827], [712, 0.7827], [4941, 0.7827], [5266, 0.7827], [2731, 0.7735], [6010, 0.756], [682, 0.732], [3424, 0.7286], [8183, 0.7286]]","[[5267, 0.8616], [708, 0.7827], [712, 0.7827], [4941, 0.7827], [5266, 0.7827], [2731, 0.7735], [6010, 0.756], [682, 0.732], [3424, 0.7286], [8183, 0.7286]]"
3799,"['Tassle Hat', 'Hot Lipstick', 'Classic Shades']",female,female 'tassle hat' 'hot lipstick' 'classic shades',"[[9381, 1.0], [4316, 0.9155], [6768, 0.8766], [8782, 0.8766], [4943, 0.8607], [482, 0.8598], [3590, 0.8598], [3867, 0.8598], [9194, 0.8598], [196, 0.8294]]","[[9381, 1.0], [4316, 0.9155], [6768, 0.8766], [8782, 0.8766], [4943, 0.8607], [482, 0.8598], [3590, 0.8598], [3867, 0.8598], [9194, 0.8598], [196, 0.8294]]"
3800,"['Earring', 'Top Hat', 'Small Shades']",male,male 'earring' 'top hat' 'small shades',"[[7223, 1.0], [4041, 0.9625], [9011, 0.8919], [7665, 0.8613], [2130, 0.8513], [550, 0.8239], [3160, 0.8239], [3546, 0.8239], [2179, 0.7811], [6511, 0.7811]]","[[7223, 1.0], [4041, 0.9625], [9011, 0.8919], [7665, 0.8613], [2130, 0.8513], [550, 0.8239], [3160, 0.8239], [3546, 0.8239], [2179, 0.7811], [6511, 0.7811]]"
3801,"['Clown Nose', 'Earring', 'Big Beard', 'Cowboy Hat']",male,male 'clown nose' 'earring' 'big beard' 'cowboy hat',"[[945, 0.9058], [7396, 0.7319], [8651, 0.7208], [9803, 0.7081], [9829, 0.7081], [5242, 0.7077], [626, 0.697], [4403, 0.697], [6531, 0.697], [5235, 0.6893]]","[[945, 0.9058], [7396, 0.7319], [8651, 0.7208], [9803, 0.7081], [9829, 0.7081], [5242, 0.7077], [626, 0.697], [4403, 0.697], [6531, 0.697], [5235, 0.6893]]"
3802,"['Muttonchops', 'Earring', 'Mohawk Dark']",male,male 'muttonchops' 'earring' 'mohawk dark',"[[7675, 1.0], [9435, 1.0], [6916, 0.9377], [8970, 0.9377], [7808, 0.8335], [8408, 0.8335], [3205, 0.8224], [1180, 0.8053], [1236, 0.8053], [9986, 0.8053]]","[[7675, 1.0], [9435, 1.0], [6916, 0.9377], [8970, 0.9377], [7808, 0.8335], [8408, 0.8335], [3205, 0.8224], [1180, 0.8053], [1236, 0.8053], [9986, 0.8053]]"
3803,"['Vape', 'Blonde Short']",female,female 'vape' 'blonde short',"[[870, 0.8314], [929, 0.8314], [1086, 0.8314], [1197, 0.8314], [498, 0.7849], [2118, 0.7849], [5778, 0.7849], [1816, 0.7479], [8605, 0.7479], [1818, 0.7305]]","[[870, 0.8314], [929, 0.8314], [1086, 0.8314], [1197, 0.8314], [498, 0.7849], [2118, 0.7849], [5778, 0.7849], [1816, 0.7479], [8605, 0.7479], [1818, 0.7305]]"
3804,"['Chinstrap', 'Mohawk Dark']",male,male 'chinstrap' 'mohawk dark',"[[3717, 1.0], [4739, 1.0], [4910, 1.0], [217, 0.9386], [655, 0.8611], [8863, 0.8293], [7115, 0.8152], [6580, 0.8018], [7870, 0.8018], [7462, 0.7961]]","[[3717, 1.0], [4739, 1.0], [4910, 1.0], [217, 0.9386], [655, 0.8611], [8863, 0.8293], [7115, 0.8152], [6580, 0.8018], [7870, 0.8018], [7462, 0.7961]]"
3805,"['Mohawk Thin', 'Vape', 'Earring', 'Nerd Glasses']",male,male 'mohawk thin' 'vape' 'earring' 'nerd glasses',"[[2073, 0.8545], [9477, 0.8545], [9552, 0.8545], [3255, 0.8352], [1532, 0.8103], [3924, 0.8103], [5472, 0.8103], [3901, 0.79], [5773, 0.79], [8238, 0.79]]","[[2073, 0.8545], [9477, 0.8545], [9552, 0.8545], [3255, 0.8352], [1532, 0.8103], [3924, 0.8103], [5472, 0.8103], [3901, 0.79], [5773, 0.79], [8238, 0.79]]"
3806,"['Stringy Hair', 'Normal Beard Black', 'Horned Rim Glasses']",male,male 'stringy hair' 'normal beard black' 'horned rim glasses',"[[8429, 1.0], [8852, 1.0], [6835, 0.8844], [4809, 0.8378], [5341, 0.8326], [162, 0.8253], [138, 0.8098], [332, 0.8098], [2603, 0.8098], [7567, 0.8098]]","[[8429, 1.0], [8852, 1.0], [6835, 0.8844], [4809, 0.8378], [5341, 0.8326], [162, 0.8253], [138, 0.8098], [332, 0.8098], [2603, 0.8098], [7567, 0.8098]]"
3807,"['Black Lipstick', 'Wild Hair', 'Clown Eyes Blue', 'Cigarette']",female,female 'black lipstick' 'wild hair' 'clown eyes blue' 'cigarette',"[[411, 0.9342], [4990, 0.8954], [5032, 0.8592], [3252, 0.826], [5815, 0.814], [1707, 0.798], [5468, 0.798], [9500, 0.7851], [6079, 0.7838], [1296, 0.7764]]","[[411, 0.9342], [4990, 0.8954], [5032, 0.8592], [3252, 0.826], [5815, 0.814], [1707, 0.798], [5468, 0.798], [9500, 0.7851], [6079, 0.7838], [1296, 0.7764]]"
3808,"['Chinstrap', 'Vape', 'Cowboy Hat']",male,male 'chinstrap' 'vape' 'cowboy hat',"[[2729, 0.8725], [3083, 0.8703], [5425, 0.8703], [7880, 0.7621], [8803, 0.7559], [7851, 0.7542], [2581, 0.7518], [397, 0.7203], [943, 0.7203], [1221, 0.7203]]","[[2729, 0.8725], [3083, 0.8703], [5425, 0.8703], [7880, 0.7621], [8803, 0.7559], [7851, 0.7542], [2581, 0.7518], [397, 0.7203], [943, 0.7203], [1221, 0.7203]]"
3809,"['Hoodie', 'Small Shades']",male,male 'hoodie' 'small shades',"[[1576, 1.0], [4062, 1.0], [3573, 0.9459], [8277, 0.8821], [9722, 0.8821], [5902, 0.8702], [3543, 0.8443], [3651, 0.839], [6923, 0.839], [617, 0.8345]]","[[1576, 1.0], [4062, 1.0], [3573, 0.9459], [8277, 0.8821], [9722, 0.8821], [5902, 0.8702], [3543, 0.8443], [3651, 0.839], [6923, 0.839], [617, 0.8345]]"
3810,"['Hoodie', 'Smile', 'Medical Mask']",male,male 'hoodie' 'smile' 'medical mask',"[[7677, 0.8636], [7868, 0.8636], [8608, 0.8122], [6721, 0.7246], [5818, 0.7174], [436, 0.7076], [8369, 0.6832], [1963, 0.6597], [8618, 0.6553], [416, 0.6504]]","[[7677, 0.8636], [7868, 0.8636], [8608, 0.8122], [6721, 0.7246], [5818, 0.7174], [436, 0.7076], [8369, 0.6832], [1963, 0.6597], [8618, 0.6553], [416, 0.6504]]"
3811,"['Purple Eye Shadow', 'Hot Lipstick', 'Wild Hair']",female,female 'purple eye shadow' 'hot lipstick' 'wild hair',"[[9466, 1.0], [9468, 1.0], [9885, 1.0], [7367, 0.8733], [8912, 0.8733], [6206, 0.8658], [4545, 0.8443], [7229, 0.8443], [586, 0.8413], [660, 0.8265]]","[[9466, 1.0], [9468, 1.0], [9885, 1.0], [7367, 0.8733], [8912, 0.8733], [6206, 0.8658], [4545, 0.8443], [7229, 0.8443], [586, 0.8413], [660, 0.8265]]"
3812,"['Spots', 'Purple Eye Shadow', 'Straight Hair Blonde', 'Hot Lipstick']",female,female 'spots' 'purple eye shadow' 'straight hair blonde' 'hot lipstick',"[[5295, 0.8408], [773, 0.7907], [8704, 0.7907], [8836, 0.7907], [2841, 0.7671], [5515, 0.7671], [333, 0.7642], [5431, 0.7642], [1906, 0.7615], [7413, 0.7615]]","[[5295, 0.8408], [773, 0.7907], [8704, 0.7907], [8836, 0.7907], [2841, 0.7671], [5515, 0.7671], [333, 0.7642], [5431, 0.7642], [1906, 0.7615], [7413, 0.7615]]"
3813,"['Normal Beard', 'Crazy Hair']",male,male 'normal beard' 'crazy hair',"[[4695, 1.0], [9463, 0.942], [3597, 0.8929], [4544, 0.8929], [8443, 0.8535], [3164, 0.8508], [223, 0.8106], [2260, 0.8044], [2417, 0.8019], [9645, 0.7832]]","[[4695, 1.0], [9463, 0.942], [3597, 0.8929], [4544, 0.8929], [8443, 0.8535], [3164, 0.8508], [223, 0.8106], [2260, 0.8044], [2417, 0.8019], [9645, 0.7832]]"
3814,"['Stringy Hair', 'Spots', 'Smile']",male,male 'stringy hair' 'spots' 'smile',"[[1362, 0.8362], [4520, 0.8362], [523, 0.7818], [6717, 0.7818], [6058, 0.7365], [1193, 0.6848], [8615, 0.6837], [5643, 0.6739], [5655, 0.6675], [8685, 0.6548]]","[[1362, 0.8362], [4520, 0.8362], [523, 0.7818], [6717, 0.7818], [6058, 0.7365], [1193, 0.6848], [8615, 0.6837], [5643, 0.6739], [5655, 0.6675], [8685, 0.6548]]"
3815,"['Cigarette', 'Purple Hair']",male,male 'cigarette' 'purple hair',"[[2485, 1.0], [3496, 1.0], [346, 0.7788], [762, 0.7788], [1079, 0.7788], [1216, 0.7788], [7799, 0.75], [592, 0.7305], [4313, 0.718], [7917, 0.7083]]","[[2485, 1.0], [3496, 1.0], [346, 0.7788], [762, 0.7788], [1079, 0.7788], [1216, 0.7788], [7799, 0.75], [592, 0.7305], [4313, 0.718], [7917, 0.7083]]"
3816,"['Orange Side', 'Green Eye Shadow', 'Purple Lipstick']",female,female 'orange side' 'green eye shadow' 'purple lipstick',"[[4456, 0.9257], [5798, 0.9257], [6250, 0.9176], [6875, 0.9176], [9864, 0.9176], [5615, 0.8947], [7973, 0.8929], [5623, 0.8929], [8230, 0.8929], [6674, 0.8892]]","[[4456, 0.9257], [5798, 0.9257], [6250, 0.9176], [6875, 0.9176], [9864, 0.9176], [5615, 0.8947], [7973, 0.8929], [5623, 0.8929], [8230, 0.8929], [6674, 0.8892]]"
3817,"['Goat', 'Do-rag']",male,male 'goat' 'do rag',"[[5803, 1.0], [8573, 1.0], [2224, 0.9573], [2557, 0.9049], [4360, 0.8685], [852, 0.857], [8281, 0.8528], [3142, 0.8455], [3249, 0.8258], [5245, 0.8256]]","[[5803, 1.0], [8573, 1.0], [2224, 0.9573], [2557, 0.9049], [4360, 0.8685], [852, 0.857], [8281, 0.8528], [3142, 0.8455], [3249, 0.8258], [5245, 0.8256]]"
3818,"['Headband', 'Clown Eyes Blue']",female,female 'headband' 'clown eyes blue',"[[2558, 1.0], [8505, 1.0], [7894, 0.954], [5258, 0.9472], [9227, 0.9472], [9751, 0.9025], [3531, 0.877], [4009, 0.8717], [8450, 0.8614], [4410, 0.8353]]","[[2558, 1.0], [8505, 1.0], [7894, 0.954], [5258, 0.9472], [9227, 0.9472], [9751, 0.9025], [3531, 0.877], [4009, 0.8717], [8450, 0.8614], [4410, 0.8353]]"
3819,"['Earring', 'Horned Rim Glasses', 'Crazy Hair']",male,male 'earring' 'horned rim glasses' 'crazy hair',"[[705, 0.9576], [1586, 0.9576], [3186, 0.9576], [5330, 0.9567], [9745, 0.9567], [3864, 0.9124], [6161, 0.9124], [7102, 0.9124], [1222, 0.8799], [2936, 0.8332]]","[[705, 0.9576], [1586, 0.9576], [3186, 0.9576], [5330, 0.9567], [9745, 0.9567], [3864, 0.9124], [6161, 0.9124], [7102, 0.9124], [1222, 0.8799], [2936, 0.8332]]"
3820,"['Earring', 'Nerd Glasses', 'Normal Beard', 'Mohawk']",male,male 'earring' 'nerd glasses' 'normal beard' 'mohawk',"[[6172, 0.9177], [7570, 0.9177], [8578, 0.8763], [9754, 0.8763], [4385, 0.8667], [1812, 0.8041], [3640, 0.8035], [2255, 0.7991], [9284, 0.7856], [5368, 0.7846]]","[[6172, 0.9177], [7570, 0.9177], [8578, 0.8763], [9754, 0.8763], [4385, 0.8667], [1812, 0.8041], [3640, 0.8035], [2255, 0.7991], [9284, 0.7856], [5368, 0.7846]]"
3821,"['Black Lipstick', 'Eye Patch', 'Dark Hair', 'Earring']",female,female 'black lipstick' 'eye patch' 'dark hair' 'earring',"[[6860, 0.9567], [6005, 0.8041], [5771, 0.8029], [6754, 0.8029], [1289, 0.7852], [1806, 0.7681], [3557, 0.7545], [5044, 0.7527], [758, 0.7471], [727, 0.7427]]","[[6860, 0.9567], [6005, 0.8041], [5771, 0.8029], [6754, 0.8029], [1289, 0.7852], [1806, 0.7681], [3557, 0.7545], [5044, 0.7527], [758, 0.7471], [727, 0.7427]]"
3822,"['Headband', 'Smile']",male,male 'headband' 'smile',"[[1359, 1.0], [1871, 1.0], [2163, 0.8202], [2421, 0.8165], [9936, 0.8081], [4697, 0.7795], [4143, 0.7635], [5466, 0.7635], [6081, 0.7635], [57, 0.686]]","[[1359, 1.0], [1871, 1.0], [2163, 0.8202], [2421, 0.8165], [9936, 0.8081], [4697, 0.7795], [4143, 0.7635], [5466, 0.7635], [6081, 0.7635], [57, 0.686]]"
3823,"['Hot Lipstick', 'Half Shaved']",female,female 'hot lipstick' 'half shaved',"[[1612, 1.0], [1936, 1.0], [4190, 0.9602], [9071, 0.927], [6191, 0.9109], [7791, 0.9109], [4065, 0.895], [5164, 0.8824], [9395, 0.8805], [4229, 0.8763]]","[[1612, 1.0], [1936, 1.0], [4190, 0.9602], [9071, 0.927], [6191, 0.9109], [7791, 0.9109], [4065, 0.895], [5164, 0.8824], [9395, 0.8805], [4229, 0.8763]]"
3824,"['Bandana', 'Horned Rim Glasses', 'Choker']",female,female 'bandana' 'horned rim glasses' 'choker',"[[3874, 0.7742], [5540, 0.7742], [8436, 0.7742], [1508, 0.7581], [4236, 0.7412], [9182, 0.7393], [328, 0.7343], [3093, 0.7343], [7598, 0.7343], [7575, 0.7004]]","[[3874, 0.7742], [5540, 0.7742], [8436, 0.7742], [1508, 0.7581], [4236, 0.7412], [9182, 0.7393], [328, 0.7343], [3093, 0.7343], [7598, 0.7343], [7575, 0.7004]]"
3825,"['Cigarette', 'Big Shades', 'Do-rag']",male,male 'cigarette' 'big shades' 'do rag',"[[1432, 0.9221], [2345, 0.9221], [4238, 0.9221], [2898, 0.8828], [7157, 0.8828], [7968, 0.8828], [4462, 0.8784], [76, 0.8508], [4466, 0.8508], [4475, 0.8508]]","[[1432, 0.9221], [2345, 0.9221], [4238, 0.9221], [2898, 0.8828], [7157, 0.8828], [7968, 0.8828], [4462, 0.8784], [76, 0.8508], [4466, 0.8508], [4475, 0.8508]]"
3826,"['Frumpy Hair', 'Chinstrap', 'VR']",male,male 'frumpy hair' 'chinstrap' 'vr',"[[307, 0.8342], [613, 0.8342], [7754, 0.8342], [1230, 0.8204], [3024, 0.8204], [3500, 0.8204], [8333, 0.8204], [2668, 0.7847], [6579, 0.7702], [8278, 0.7375]]","[[307, 0.8342], [613, 0.8342], [7754, 0.8342], [1230, 0.8204], [3024, 0.8204], [3500, 0.8204], [8333, 0.8204], [2668, 0.7847], [6579, 0.7702], [8278, 0.7375]]"
3827,"['Clown Nose', 'Earring', 'Blonde Bob']",female,female 'clown nose' 'earring' 'blonde bob',"[[6072, 0.9657], [8680, 0.9045], [8431, 0.8743], [7011, 0.8703], [96, 0.7333], [521, 0.7333], [530, 0.7333], [1355, 0.7333], [1414, 0.7122], [3494, 0.7122]]","[[6072, 0.9657], [8680, 0.9045], [8431, 0.8743], [7011, 0.8703], [96, 0.7333], [521, 0.7333], [530, 0.7333], [1355, 0.7333], [1414, 0.7122], [3494, 0.7122]]"
3828,"['Stringy Hair', 'Purple Lipstick', 'Earring']",female,female 'stringy hair' 'purple lipstick' 'earring',"[[2001, 1.0], [3607, 1.0], [4455, 1.0], [60, 0.938], [990, 0.938], [1071, 0.938], [6981, 0.938], [7631, 0.9007], [628, 0.8584], [4046, 0.8129]]","[[2001, 1.0], [3607, 1.0], [4455, 1.0], [60, 0.938], [990, 0.938], [1071, 0.938], [6981, 0.938], [7631, 0.9007], [628, 0.8584], [4046, 0.8129]]"
3829,"['Clown Nose', 'Mohawk Dark']",female,female 'clown nose' 'mohawk dark',"[[7730, 0.9461], [9107, 0.8695], [9450, 0.8634], [9693, 0.8384], [806, 0.8382], [4127, 0.8382], [6148, 0.8382], [3191, 0.8353], [5052, 0.8195], [9318, 0.8082]]","[[7730, 0.9461], [9107, 0.8695], [9450, 0.8634], [9693, 0.8384], [806, 0.8382], [4127, 0.8382], [6148, 0.8382], [3191, 0.8353], [5052, 0.8195], [9318, 0.8082]]"
3830,"['Classic Shades', 'Headband']",male,male 'classic shades' 'headband',"[[1673, 1.0], [7408, 1.0], [5249, 0.9387], [7264, 0.9387], [7934, 0.9387], [1302, 0.9303], [9576, 0.9303], [4966, 0.8906], [9517, 0.8751], [9380, 0.8681]]","[[1673, 1.0], [7408, 1.0], [5249, 0.9387], [7264, 0.9387], [7934, 0.9387], [1302, 0.9303], [9576, 0.9303], [4966, 0.8906], [9517, 0.8751], [9380, 0.8681]]"
3831,"['Vampire Hair', 'Big Shades', 'Medical Mask']",zombie,zombie 'vampire hair' 'big shades' 'medical mask',"[[4830, 0.7118], [5234, 0.5693], [1374, 0.5342], [7127, 0.4906], [4850, 0.4765], [2938, 0.4647], [2484, 0.4574], [5944, 0.4526], [1658, 0.4494], [9909, 0.447]]","[[4830, 0.7118], [5234, 0.5693], [1374, 0.5342], [7127, 0.4906], [4850, 0.4765], [2938, 0.4647], [2484, 0.4574], [5944, 0.4526], [1658, 0.4494], [9909, 0.447]]"
3832,"['Clown Nose', 'Handlebars', 'Fedora']",male,male 'clown nose' 'handlebars' 'fedora',"[[267, 0.8597], [8675, 0.8597], [8182, 0.7739], [2865, 0.7679], [3844, 0.7679], [6802, 0.7438], [8012, 0.7438], [109, 0.7259], [9538, 0.7259], [6091, 0.6617]]","[[267, 0.8597], [8675, 0.8597], [8182, 0.7739], [2865, 0.7679], [3844, 0.7679], [6802, 0.7438], [8012, 0.7438], [109, 0.7259], [9538, 0.7259], [6091, 0.6617]]"
3833,"['Luxurious Beard', 'Cap', 'Earring', 'Horned Rim Glasses']",male,male 'luxurious beard' 'cap' 'earring' 'horned rim glasses',"[[5420, 0.9653], [8710, 0.8535], [8866, 0.8484], [6269, 0.8327], [9611, 0.8296], [8543, 0.8228], [4837, 0.8164], [8047, 0.8163], [4783, 0.8141], [6013, 0.8076]]","[[5420, 0.9653], [8710, 0.8535], [8866, 0.8484], [6269, 0.8327], [9611, 0.8296], [8543, 0.8228], [4837, 0.8164], [8047, 0.8163], [4783, 0.8141], [6013, 0.8076]]"
3834,"['Front Beard', 'Frumpy Hair', 'Classic Shades']",male,male 'front beard' 'frumpy hair' 'classic shades',"[[4186, 0.8232], [4645, 0.8232], [5747, 0.8232], [311, 0.8159], [4321, 0.8159], [467, 0.7896], [4138, 0.7806], [9739, 0.7782], [1373, 0.7763], [3218, 0.7763]]","[[4186, 0.8232], [4645, 0.8232], [5747, 0.8232], [311, 0.8159], [4321, 0.8159], [467, 0.7896], [4138, 0.7806], [9739, 0.7782], [1373, 0.7763], [3218, 0.7763]]"
3835,"['Big Shades', 'Mohawk Dark']",male,male 'big shades' 'mohawk dark',"[[673, 1.0], [6337, 1.0], [2952, 0.9382], [3222, 0.9297], [7830, 0.9297], [1085, 0.8898], [5452, 0.8898], [48, 0.8603], [4331, 0.8603], [7552, 0.8603]]","[[673, 1.0], [6337, 1.0], [2952, 0.9382], [3222, 0.9297], [7830, 0.9297], [1085, 0.8898], [5452, 0.8898], [48, 0.8603], [4331, 0.8603], [7552, 0.8603]]"
3836,"['Front Beard', 'Crazy Hair']",male,male 'front beard' 'crazy hair',"[[3006, 1.0], [6000, 1.0], [2453, 0.9427], [7310, 0.9427], [2877, 0.8983], [3133, 0.8983], [9176, 0.8983], [1961, 0.8561], [2028, 0.8561], [6645, 0.8279]]","[[3006, 1.0], [6000, 1.0], [2453, 0.9427], [7310, 0.9427], [2877, 0.8983], [3133, 0.8983], [9176, 0.8983], [1961, 0.8561], [2028, 0.8561], [6645, 0.8279]]"
3837,"['Frumpy Hair', 'Normal Beard Black', 'Eye Patch']",male,male 'frumpy hair' 'normal beard black' 'eye patch',"[[1899, 0.8336], [4193, 0.8336], [9584, 0.794], [3299, 0.794], [8108, 0.794], [5044, 0.773], [197, 0.771], [2929, 0.771], [4896, 0.771], [7619, 0.771]]","[[1899, 0.8336], [4193, 0.8336], [9584, 0.794], [3299, 0.794], [8108, 0.794], [5044, 0.773], [197, 0.771], [2929, 0.771], [4896, 0.771], [7619, 0.771]]"
3838,"['Muttonchops', 'Headband', 'VR']",male,male 'muttonchops' 'headband' 'vr',"[[2862, 0.8211], [7232, 0.8211], [2107, 0.8128], [2234, 0.8128], [3642, 0.8128], [9554, 0.8128], [1874, 0.7677], [3398, 0.7641], [2087, 0.7589], [4578, 0.7172]]","[[2862, 0.8211], [7232, 0.8211], [2107, 0.8128], [2234, 0.8128], [3642, 0.8128], [9554, 0.8128], [1874, 0.7677], [3398, 0.7641], [2087, 0.7589], [4578, 0.7172]]"
3839,"['Eye Mask', 'Front Beard Dark', 'Earring', 'Crazy Hair']",male,male 'eye mask' 'front beard dark' 'earring' 'crazy hair',"[[9711, 0.9665], [1961, 0.8475], [2028, 0.8475], [2877, 0.8077], [3133, 0.8077], [9176, 0.8077], [5510, 0.8046], [8947, 0.7887], [2006, 0.7811], [437, 0.7712]]","[[9711, 0.9665], [1961, 0.8475], [2028, 0.8475], [2877, 0.8077], [3133, 0.8077], [9176, 0.8077], [5510, 0.8046], [8947, 0.7887], [2006, 0.7811], [437, 0.7712]]"
3840,"['Handlebars', 'Earring', 'Mohawk Dark']",male,male 'handlebars' 'earring' 'mohawk dark',"[[8901, 1.0], [293, 0.9394], [2855, 0.9394], [9364, 0.9394], [3687, 0.8376], [8247, 0.8281], [1124, 0.8211], [4792, 0.7753], [6053, 0.7552], [8728, 0.7552]]","[[8901, 1.0], [293, 0.9394], [2855, 0.9394], [9364, 0.9394], [3687, 0.8376], [8247, 0.8281], [1124, 0.8211], [4792, 0.7753], [6053, 0.7552], [8728, 0.7552]]"
3841,"['Orange Side', 'Earring']",female,female 'orange side' 'earring',"[[2621, 1.0], [6532, 1.0], [249, 0.9637], [2646, 0.9637], [2800, 0.9637], [4619, 0.9637], [6793, 0.9375], [2515, 0.9067], [3267, 0.9025], [225, 0.8942]]","[[2621, 1.0], [6532, 1.0], [249, 0.9637], [2646, 0.9637], [2800, 0.9637], [4619, 0.9637], [6793, 0.9375], [2515, 0.9067], [3267, 0.9025], [225, 0.8942]]"
3842,"['Bandana', 'Regular Shades']",female,female 'bandana' 'regular shades',"[[342, 1.0], [2481, 1.0], [8331, 0.9384], [850, 0.9273], [1112, 0.9273], [2076, 0.9273], [9949, 0.9273], [9610, 0.8682], [8952, 0.8353], [7346, 0.8221]]","[[342, 1.0], [2481, 1.0], [8331, 0.9384], [850, 0.9273], [1112, 0.9273], [2076, 0.9273], [9949, 0.9273], [9610, 0.8682], [8952, 0.8353], [7346, 0.8221]]"
3843,"['Cigarette', 'Cap', 'Front Beard Dark', 'Regular Shades']",male,male 'cigarette' 'cap' 'front beard dark' 'regular shades',"[[8761, 1.0], [781, 0.7718], [823, 0.7718], [9841, 0.7718], [6654, 0.758], [3847, 0.7572], [6167, 0.7562], [7950, 0.7522], [3473, 0.7509], [9106, 0.7365]]","[[8761, 1.0], [781, 0.7718], [823, 0.7718], [9841, 0.7718], [6654, 0.758], [3847, 0.7572], [6167, 0.7562], [7950, 0.7522], [3473, 0.7509], [9106, 0.7365]]"
3844,"['Handlebars', 'Fedora']",male,male 'handlebars' 'fedora',"[[2865, 1.0], [109, 0.9454], [9538, 0.9454], [1228, 0.8244], [4022, 0.8142], [3832, 0.7679], [178, 0.7466], [254, 0.7466], [913, 0.7466], [1708, 0.7466]]","[[2865, 1.0], [109, 0.9454], [9538, 0.9454], [1228, 0.8244], [4022, 0.8142], [3832, 0.7679], [178, 0.7466], [254, 0.7466], [913, 0.7466], [1708, 0.7466]]"
3845,"['Nerd Glasses', 'Goat']",male,male 'nerd glasses' 'goat',"[[4623, 0.9189], [5606, 0.8741], [1134, 0.8528], [6614, 0.8283], [1182, 0.826], [7406, 0.8152], [2024, 0.7952], [5110, 0.7921], [1424, 0.7855], [3434, 0.7765]]","[[4623, 0.9189], [5606, 0.8741], [1134, 0.8528], [6614, 0.8283], [1182, 0.826], [7406, 0.8152], [2024, 0.7952], [5110, 0.7921], [1424, 0.7855], [3434, 0.7765]]"
3846,"['Frumpy Hair', 'Clown Eyes Blue']",male,male 'frumpy hair' 'clown eyes blue',"[[6507, 1.0], [8641, 1.0], [2078, 0.9503], [2554, 0.9503], [4573, 0.9503], [5031, 0.8907], [5449, 0.8342], [7511, 0.8275], [9043, 0.8274], [1562, 0.8053]]","[[6507, 1.0], [8641, 1.0], [2078, 0.9503], [2554, 0.9503], [4573, 0.9503], [5031, 0.8907], [5449, 0.8342], [7511, 0.8275], [9043, 0.8274], [1562, 0.8053]]"
3847,"['Front Beard Dark', 'Earring', 'Regular Shades', 'Mohawk Dark']",male,male 'front beard dark' 'earring' 'regular shades' 'mohawk dark',"[[349, 0.8868], [8655, 0.8868], [503, 0.8553], [4038, 0.8553], [5278, 0.8553], [5777, 0.8418], [2599, 0.8395], [6772, 0.8395], [9798, 0.8395], [7838, 0.8284]]","[[349, 0.8868], [8655, 0.8868], [503, 0.8553], [4038, 0.8553], [5278, 0.8553], [5777, 0.8418], [2599, 0.8395], [6772, 0.8395], [9798, 0.8395], [7838, 0.8284]]"
3848,"['Mohawk', 'Eye Patch']",female,female 'mohawk' 'eye patch',"[[5340, 1.0], [1146, 0.9165], [3150, 0.9165], [5200, 0.9165], [5394, 0.9165], [4864, 0.8502], [289, 0.8286], [2328, 0.8286], [8656, 0.8286], [9134, 0.8243]]","[[5340, 1.0], [1146, 0.9165], [3150, 0.9165], [5200, 0.9165], [5394, 0.9165], [4864, 0.8502], [289, 0.8286], [2328, 0.8286], [8656, 0.8286], [9134, 0.8243]]"
3849,"['Cigarette', 'Clown Nose', 'Shadow Beard', 'Headband']",male,male 'cigarette' 'clown nose' 'shadow beard' 'headband',"[[794, 0.8162], [4605, 0.7756], [3938, 0.7426], [4390, 0.6983], [3191, 0.6828], [8087, 0.675], [2075, 0.6733], [6091, 0.6687], [2298, 0.6651], [3410, 0.6651]]","[[794, 0.8162], [4605, 0.7756], [3938, 0.7426], [4390, 0.6983], [3191, 0.6828], [8087, 0.675], [2075, 0.6733], [6091, 0.6687], [2298, 0.6651], [3410, 0.6651]]"
3850,"['Pigtails', 'Earring', 'Clown Eyes Blue']",female,female 'pigtails' 'earring' 'clown eyes blue',"[[2643, 1.0], [5607, 0.9625], [160, 0.864], [3535, 0.864], [4674, 0.8597], [4376, 0.851], [6924, 0.851], [2828, 0.8303], [5572, 0.8076], [5190, 0.7861]]","[[2643, 1.0], [5607, 0.9625], [160, 0.864], [3535, 0.864], [4674, 0.8597], [4376, 0.851], [6924, 0.851], [2828, 0.8303], [5572, 0.8076], [5190, 0.7861]]"
